Date,Sales
2023-09-26,2939
2023-09-27,2853
2023-09-28,2758
2023-09-29,3132
2023-09-30,3021
2023-10-01,2819
2023-10-02,2820
2023-10-03,2966
2023-10-04,3269
2023-10-05,2982
2023-10-06,2798
2023-10-07,2989
2023-10-08,2988
2023-10-09,2627
2023-10-10,3026
2023-10-11,3003
2023-10-12,3145
2023-10-13,3321
2023-10-14,3216
2023-10-15,3010
2023-10-16,2887
2023-10-17,3443
2023-10-18,3069
2023-10-19,3066
2023-10-20,3064
2023-10-21,3101
2023-10-22,3054
2023-10-23,2993
2023-10-24,3001
2023-10-25,3082
2023-10-26,3010
2023-10-27,2989
2023-10-28,3116
2023-10-29,3066
2023-10-30,3335
2023-10-31,2716
2023-11-01,3282
2023-11-02,3310
2023-11-03,2817
2023-11-04,3081
2023-11-05,3082
2023-11-06,2932
2023-11-07,3031
2023-11-08,2987
2023-11-09,3421
2023-11-10,3304
2023-11-11,3360
2023-11-12,3283
2023-11-13,3011
2023-11-14,3107
2023-11-15,3265
2023-11-16,3014
2023-11-17,3310
2023-11-18,3173
2023-11-19,3158
2023-11-20,3327
2023-11-21,3293
2023-11-22,3178
2023-11-23,3413
2023-11-24,3083
2023-11-25,3344
2023-11-26,3346
2023-11-27,3217
2023-11-28,3319
2023-11-29,3089
2023-11-30,3422
2023-12-01,3262
2023-12-02,3218
2023-12-03,3460
2023-12-04,3204
2023-12-05,3105
2023-12-06,3089
2023-12-07,3421
2023-12-08,3144
2023-12-09,3607
2023-12-10,3038
2023-12-11,3612
2023-12-12,3396
2023-12-13,3356
2023-12-14,3296
2023-12-15,3445
2023-12-16,3386
2023-12-17,3565
2023-12-18,3423
2023-12-19,3436
2023-12-20,3366
2023-12-21,3419
2023-12-22,3481
2023-12-23,3185
2023-12-24,3247
2023-12-25,3568
2023-12-26,3489
2023-12-27,3443
2023-12-28,3481
2023-12-29,3537
2023-12-30,3411
2023-12-31,3383
