Date,Sales
2022-10-12,2165
2022-10-13,2105
2022-10-14,2322
2022-10-15,2178
2022-10-16,2406
2022-10-17,2639
2022-10-18,2949
2022-10-19,3057
2022-10-20,2946
2022-10-21,3487
2022-10-22,3170
2022-10-23,2247
2022-10-24,2291
2022-10-25,2588
2022-10-26,2284
2022-10-27,2121
2022-10-28,2012
2022-10-29,2364
2022-10-30,2450
2022-10-31,2371
2022-11-01,2182
2022-11-02,2111
2022-11-03,2819
2022-11-04,3016
2022-11-05,3255
2022-11-06,3496
2022-11-07,3454
2022-11-08,2432
2022-11-09,2155
2022-11-10,2230
2022-11-11,2323
2022-11-12,2286
2022-11-13,2360
2022-11-14,2677
2022-11-15,2512
2022-11-16,2249
2022-11-17,1842
2022-11-18,2290
2022-11-19,2508
2022-11-20,2700
2022-11-21,2483
2022-11-22,2413
2022-11-23,2316
2022-11-24,2421
2022-11-25,2174
2022-11-26,2446
2022-11-27,2456
2022-11-28,2658
2022-11-29,2328
2022-11-30,2474
2022-12-01,2278
2022-12-02,2351
2022-12-03,2580
2022-12-04,2790
2022-12-05,2428
2022-12-06,2731
2022-12-07,2546
2022-12-08,2352
2022-12-09,2625
2022-12-10,2579
2022-12-11,2858
2022-12-12,2629
2022-12-13,2517
2022-12-14,2686
2022-12-15,2743
2022-12-16,2565
2022-12-17,2725
2022-12-18,2658
2022-12-19,2575
2022-12-20,2655
2022-12-21,2773
2022-12-22,2229
2022-12-23,3056
2022-12-24,3131
2022-12-25,3689
2022-12-26,3982
2022-12-27,3762
2022-12-28,2555
2022-12-29,2724
2022-12-30,2562
2022-12-31,2526
2023-01-01,2639
2023-01-02,2577
2023-01-03,2894
2023-01-04,2558
2023-01-05,2735
2023-01-06,2746
2023-01-07,2656
2023-01-08,2799
2023-01-09,3018
2023-01-10,2856
2023-01-11,2749
2023-01-12,2407
2023-01-13,2799
2023-01-14,2675
2023-01-15,2604
2023-01-16,2871
2023-01-17,2942
2023-01-18,3054
2023-01-19,2633
2023-01-20,2535
2023-01-21,3143
2023-01-22,2992
2023-01-23,2969
2023-01-24,3380
2023-01-25,3417
2023-01-26,3840
2023-01-27,3780
2023-01-28,4017
2023-01-29,2944
2023-01-30,3271
2023-01-31,2894
2023-02-01,2940
2023-02-02,2815
2023-02-03,2846
2023-02-04,2813
2023-02-05,3152
2023-02-06,3320
2023-02-07,3012
2023-02-08,2767
2023-02-09,2639
2023-02-10,2882
2023-02-11,2940
2023-02-12,3087
2023-02-13,3138
2023-02-14,2854
2023-02-15,3045
2023-02-16,2893
2023-02-17,2884
2023-02-18,3050
2023-02-19,3269
2023-02-20,3182
2023-02-21,2979
2023-02-22,3136
2023-02-23,2836
2023-02-24,2829
2023-02-25,2834
2023-02-26,3176
2023-02-27,3062
2023-02-28,3060
2023-03-01,3070
2023-03-02,2935
2023-03-03,3106
2023-03-04,3128
2023-03-05,3150
2023-03-06,3194
2023-03-07,3092
2023-03-08,3127
2023-03-09,2963
2023-03-10,2935
2023-03-11,3232
2023-03-12,3248
2023-03-13,3202
2023-03-14,2978
2023-03-15,3124
2023-03-16,3019
2023-03-17,3025
2023-03-18,3077
2023-03-19,3142
2023-03-20,3259
2023-03-21,3245
2023-03-22,3067
2023-03-23,2986
2023-03-24,2973
2023-03-25,3205
2023-03-26,3311
2023-03-27,3204
2023-03-28,3337
2023-03-29,3213
2023-03-30,3137
2023-03-31,3036
2023-04-01,3147
2023-04-02,3131
2023-04-03,3429
2023-04-04,2945
2023-04-05,3061
2023-04-06,2989
2023-04-07,3186
2023-04-08,3185
2023-04-09,3169
2023-04-10,3134
2023-04-11,3152
2023-04-12,3140
2023-04-13,3052
2023-04-14,3047
2023-04-15,3097
2023-04-16,3281
2023-04-17,3479
2023-04-18,3105
2023-04-19,3134
2023-04-20,3275
2023-04-21,3155
2023-04-22,3131
2023-04-23,3405
2023-04-24,3236
2023-04-25,3261
2023-04-26,3347
2023-04-27,3314
2023-04-28,2838
2023-04-29,3292
2023-04-30,3584
2023-05-01,3263
2023-05-02,3294
2023-05-03,3337
2023-05-04,2976
2023-05-05,3136
2023-05-06,3181
2023-05-07,3036
2023-05-08,3381
2023-05-09,3225
2023-05-10,3249
2023-05-11,3330
2023-05-12,3160
2023-05-13,3129
2023-05-14,3359
2023-05-15,3352
2023-05-16,3384
2023-05-17,2907
2023-05-18,2863
2023-05-19,2767
2023-05-20,3253
2023-05-21,3281
2023-05-22,3221
2023-05-23,3126
2023-05-24,3015
2023-05-25,2882
2023-05-26,2993
2023-05-27,3084
2023-05-28,3463
2023-05-29,3340
2023-05-30,3097
2023-05-31,2997
2023-06-01,3163
2023-06-02,3085
2023-06-03,3177
2023-06-04,3352
2023-06-05,3499
2023-06-06,3023
2023-06-07,2956
2023-06-08,2733
2023-06-09,3072
2023-06-10,3064
2023-06-11,3137
2023-06-12,3150
2023-06-13,3270
2023-06-14,3020
2023-06-15,2881
2023-06-16,3157
2023-06-17,2949
2023-06-18,3033
2023-06-19,3599
2023-06-20,3100
2023-06-21,2942
2023-06-22,2832
2023-06-23,2940
2023-06-24,3183
2023-06-25,3293
2023-06-26,3290
2023-06-27,3090
2023-06-28,2787
2023-06-29,2951
2023-06-30,3150
2023-07-01,3201
2023-07-02,3142
2023-07-03,3303
2023-07-04,3053
2023-07-05,2965
2023-07-06,2716
2023-07-07,2870
2023-07-08,3048
2023-07-09,3119
2023-07-10,3276
2023-07-11,3348
2023-07-12,3136
2023-07-13,2824
2023-07-14,2790
2023-07-15,2915
2023-07-16,2984
2023-07-17,3151
2023-07-18,3121
2023-07-19,2955
2023-07-20,2872
2023-07-21,2893
2023-07-22,2967
2023-07-23,2996
2023-07-24,3367
2023-07-25,3188
2023-07-26,2782
2023-07-27,2698
2023-07-28,2769
2023-07-29,2970
2023-07-30,3256
2023-07-31,3249
2023-08-01,3172
2023-08-02,3042
2023-08-03,2961
2023-08-04,2936
2023-08-05,3012
2023-08-06,3046
2023-08-07,2845
2023-08-08,2988
2023-08-09,3126
2023-08-10,2715
2023-08-11,2730
2023-08-12,3075
2023-08-13,3059
2023-08-14,3008
2023-08-15,3210
2023-08-16,2948
2023-08-17,2883
2023-08-18,2726
2023-08-19,2990
2023-08-20,3089
2023-08-21,3172
2023-08-22,3142
2023-08-23,3007
2023-08-24,2791
2023-08-25,2891
2023-08-26,2751
2023-08-27,3117
2023-08-28,3151
2023-08-29,2919
2023-08-30,2734
2023-08-31,2752
2023-09-01,2619
2023-09-02,2953
2023-09-03,3064
2023-09-04,2918
2023-09-05,2976
2023-09-06,2988
2023-09-07,2906
2023-09-08,2928
2023-09-09,2883
2023-09-10,2974
2023-09-11,2996
2023-09-12,3052
2023-09-13,3169
2023-09-14,2955
2023-09-15,3010
2023-09-16,3095
2023-09-17,2798
2023-09-18,3026
2023-09-19,2913
2023-09-20,3019
2023-09-21,3000
2023-09-22,2701
2023-09-23,2918
2023-09-24,3109
2023-09-25,2993
2023-09-26,2894
2023-09-27,2758
2023-09-28,2897
2023-09-29,2677
2023-09-30,3082
2023-10-01,3055
2023-10-02,3179
2023-10-03,3211
2023-10-04,2773
2023-10-05,2673
2023-10-06,2879
2023-10-07,2794
2023-10-08,2956
2023-10-09,3074
2023-10-10,3033
2023-10-11,2710
2023-10-12,2752
2023-10-13,2919
2023-10-14,3146
2023-10-15,2804
2023-10-16,3293
2023-10-17,3156
2023-10-18,3354
2023-10-19,3373
2023-10-20,3819
2023-10-21,3973
2023-10-22,4322
2023-10-23,3256
2023-10-24,3006
2023-10-25,2955
2023-10-26,2921
2023-10-27,3012
2023-10-28,3255
2023-10-29,3368
2023-10-30,3198
2023-10-31,3055
2023-11-01,3293
2023-11-02,2975
2023-11-03,3579
2023-11-04,3638
2023-11-05,4172
2023-11-06,4139
2023-11-07,4257
2023-11-08,2810
2023-11-09,2848
2023-11-10,2963
2023-11-11,2868
2023-11-12,3074
2023-11-13,3223
2023-11-14,2982
2023-11-15,2859
2023-11-16,2842
2023-11-17,2796
2023-11-18,3201
2023-11-19,3100
2023-11-20,3380
2023-11-21,3327
2023-11-22,2907
2023-11-23,3004
2023-11-24,2967
2023-11-25,2998
2023-11-26,3233
2023-11-27,3282
2023-11-28,3339
2023-11-29,3259
2023-11-30,2888
2023-12-01,3020
2023-12-02,3275
2023-12-03,3489
2023-12-04,3019
2023-12-05,3464
2023-12-06,3138
2023-12-07,3301
2023-12-08,3064
2023-12-09,3131
2023-12-10,3377
2023-12-11,3570
2023-12-12,3336
2023-12-13,2880
2023-12-14,3230
2023-12-15,2946
2023-12-16,3158
2023-12-17,3256
2023-12-18,3198
2023-12-19,3205
2023-12-20,3119
2023-12-21,3098
2023-12-22,3212
2023-12-23,3897
2023-12-24,4011
2023-12-25,4378
2023-12-26,4616
2023-12-27,4639
2023-12-28,3251
2023-12-29,3355
2023-12-30,3518
2023-12-31,3708
