Date,Sales
2024-02-25,2355
2024-02-26,2609
2024-02-27,2072
2024-02-28,2383
2024-02-29,2151
2024-03-01,1900
2024-03-02,2119
2024-03-03,1902
2024-03-04,2539
2024-03-05,2782
2024-03-06,2134
2024-03-07,2222
2024-03-08,2440
2024-03-09,2190
2024-03-10,2204
2024-03-11,2272
2024-03-12,2549
2024-03-13,2370
2024-03-14,2363
2024-03-15,1779
2024-03-16,2388
2024-03-17,2216
2024-03-18,2601
2024-03-19,2337
2024-03-20,2100
2024-03-21,2085
2024-03-22,1890
2024-03-23,2054
2024-03-24,2433
2024-03-25,2682
2024-03-26,2525
2024-03-27,2251
2024-03-28,2095
2024-03-29,2214
2024-03-30,2369
2024-03-31,2202
2024-04-01,2400
2024-04-02,2298
2024-04-03,2398
2024-04-04,2387
2024-04-05,1426
2024-04-06,2157
2024-04-07,2133
2024-04-08,1896
2024-04-09,2513
2024-04-10,2313
2024-04-11,2237
2024-04-12,1744
2024-04-13,2550
2024-04-14,2258
2024-04-15,2311
2024-04-16,2757
2024-04-17,2454
2024-04-18,2317
2024-04-19,2278
2024-04-20,1602
2024-04-21,2578
2024-04-22,2287
2024-04-23,2462
2024-04-24,2490
2024-04-25,1953
2024-04-26,2068
2024-04-27,2201
2024-04-28,2177
2024-04-29,2447
2024-04-30,2020
2024-05-01,1999
2024-05-02,1831
2024-05-03,2054
2024-05-04,2830
2024-05-05,2217
2024-05-06,2279
2024-05-08,2450
2024-05-09,2214
2024-05-10,1692
2024-05-11,2203
2024-05-12,2126
2024-05-13,2463
2024-05-14,1878
2024-05-15,1863
2024-05-16,2159
2024-05-17,1519
2024-05-18,2035
2024-05-19,2176
2024-05-20,2285
2024-05-21,2366
2024-05-22,2233
2024-05-23,2095
2024-05-24,1795
2024-05-25,1913
2024-05-26,2715
2024-05-27,2472
2024-05-28,2391
2024-05-29,2229
2024-05-30,1805
2024-05-31,1902
2024-06-01,1832
2024-06-02,2246
2024-06-03,1988
2024-06-04,1703
2024-06-05,1987
2024-06-06,2085
2024-06-07,2360
2024-06-08,2079
2024-06-09,1789
2024-06-10,2108
2024-06-11,1981
2024-06-12,2036
2024-06-13,1701
2024-06-14,1424
2024-06-15,1917
2024-06-16,2014
2024-06-17,2084
2024-06-18,2232
2024-06-19,2490
2024-06-20,1890
2024-06-21,1668
2024-06-22,1975
2024-06-23,1575
2024-06-24,2253
2024-06-25,1951
2024-06-26,1828
2024-06-27,1854
2024-06-28,2084
2024-06-29,1586
2024-06-30,2111
